#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
StarTropics (USA);StarTropics (USA);NES;startrpc;1990;Nintendo;;;;;;;;startrpcu;;;;;;;
Starship Hector (USA);Starship Hector (USA);NES;;1990;Hudson Soft;;;;;;;;starship;;;;;;;
Stealth ATF (USA);Stealth ATF (USA);NES;stealth;1989;Activision;;;;;;;;stealthu;;;;;;;
Stinger (USA);Stinger (USA);NES;;1987;Konami;;;;;;;;stinger;;;;;;;
Street Cop (USA);Street Cop (USA);NES;;1989;Bandai;;;;;;;;streetcp;;;;;;;
Street Fighter 2010 - The Final Fight (USA);Street Fighter 2010 - The Final Fight (USA);NES;;1990;Capcom;;;;;;;;sf2010;;;;;;;
Strider (USA);Strider (USA);NES;;1989;Capcom;;;;;;;;strider;;;;;;;
Stunt Kids (USA) (Unl);Stunt Kids (USA);NES;;1992;Camerica;;;;;;;;stuntkid;;;;;;;
Sunday Funday - The Ride (USA) (Unl);Sunday Funday - The Ride (USA);NES;;1995;Wisdom Tree;;;;;;;;sunday;;;;;;;
Super C (USA);Super C (USA);NES;probot2;1990;Konami;;;;;;;;superc;;;;;;;
Super Cars (USA);Super Cars (USA);NES;;1991;Electro Brain;;;;;;;;supercar;;;;;;;
Super Dodge Ball (USA);Super Dodge Ball (USA);NES;;1989;CSG Imagesoft;;;;;;;;sdodgeb;;;;;;;
Super Glove Ball (USA);Super Glove Ball (USA);NES;;1990;Mattel;;;;;;;;supglove;;;;;;;
Super Jeopardy! (USA);Super Jeopardy! (USA);NES;;1991;GameTek;;;;;;;;supjeopd;;;;;;;
Super Mario Bros. (World);Super Mario Bros. (World);NES;smb;1985;Nintendo;;;;;;;;smb1;スーパーマリオブラザーズ;;;;;;
Super Mario Bros. - 25th Anniversary (Japan) (En) (Virtual Console);Super Mario Bros. - 25th Anniversary (Japan) (En) (Virtual Console);NES;;;;;;;;;;;;;;;;;;
Super Mario Bros. + Duck Hunt (USA);Super Mario Bros. / Duck Hunt (USA);NES;smbdh;1988;Nintendo;;;;;;;;smbdhu;;;;;;;
Super Mario Bros. + Duck Hunt + World Class Track Meet (USA) (Rev 1);Super Mario Bros. / Duck Hunt / World Class Track Meet (USA, Rev. A);NES;;1990;Nintendo;;;;;;;;smbdhwc;;;;;;;
Super Mario Bros. + Tetris + Nintendo World Cup (Europe) (Rev 1);Super Mario Bros. / Tetris / Nintendo World Cup (Euro, Rev. A);NES;;1988;Nintendo;;;;;;;;smbtnwc;;;;;;;
Super Mario Bros. 2 (USA) (Rev 1);Super Mario Bros. 2 (USA, Rev. A);NES;smb2;1988;Nintendo;;;;;;;;smb2u;;;;;;;
Super Mario Bros. 3 (USA) (Rev 1);Super Mario Bros. 3 (USA, Rev. A);NES;smb3;1990;Nintendo;;;;;;;;smb3u;;;;;;;
Super Pitfall (USA);Super Pitfall (USA);NES;;1987;Activision;;;;;;;;spitfall;;;;;;;
Super Spike V'Ball (USA);Super Spike V'Ball (USA);NES;spikvbal;1990;Nintendo;;;;;;;;spikvbalu;;;;;;;
Super Spike V'Ball + Nintendo World Cup (USA);Super Spike V'Ball / Nintendo World Cup (USA);NES;;1990;Nintendo;;;;;;;;spiknwc;;;;;;;
Super Sprint (USA) (Unl);Super Sprint (USA);NES;;1988;Tengen;;;;;;;;ssprint;;;;;;;
Super Spy Hunter (USA);Super Spy Hunter (USA);NES;sspyhunt;1992;Sunsoft;;;;;;;;sspyhuntu;;;;;;;
Super Team Games (USA);Super Team Games (USA);NES;;1988;Nintendo;;;;;;;;steamg;;;;;;;
Super Turrican (Europe);Super Turrican (Euro);NES;;1993;Imagineering;;;;;;;;sturric;;;;;;;
Superman (USA) (Kemco);Superman (USA);NES;;1988;Kemco;;;;;;;;superman;;;;;;;
Swamp Thing (USA);Swamp Thing (USA);NES;swamp;1992;T*HQ;;;;;;;;swampu;;;;;;;
Sword Master (USA);Sword Master (USA);NES;swordmst;1992;Activision;;;;;;;;swordmstu;;;;;;;
Swords and Serpents (USA);Swords and Serpents (USA);NES;swordsrp;1990;Acclaim Entertainment;;;;;;;;swordsrpu;;;;;;;
Town & Country Surf Designs - Wood & Water Rage (USA);T&C Surf Designs - Wood and Water Rage (USA);NES;;1988;LJN;;;;;;;;tcsurf;;;;;;;
Town & Country Surf Designs - Thrilla's Surfari (USA);T&C Surf Designs 2 - Thrilla's Surfari (USA);NES;;1992;LJN;;;;;;;;tcsurf2;;;;;;;
Terminator 2 - Judgment Day (USA);T2 - Terminator 2 - Judgment Day (USA);NES;term2;1992;LJN;;;;;;;;term2u;;;;;;;
Taboo - The Sixth Sense (USA) (Rev 1);Taboo - The Sixth Sense (USA, Rev. A);NES;;1989;Tradewest;;;;;;;;taboo;;;;;;;
Tag Team Wrestling (USA);Tag Team Wrestling (USA);NES;;1986;Data East;;;;;;;;tagteam;;;;;;;
Tagin' Dragon (USA) (Unl);Tagin' Dragon (USA);NES;;1990;Bunch Games;;;;;;;;tagindrg;;;;;;;
TaleSpin (USA);TaleSpin (USA);NES;talespin;1991;Capcom;;;;;;;;talespinu;Disney's TaleSpin (Box);;;;;;
Target - Renegade (USA);Target: Renegade (USA);NES;;1990;Taito;;;;;;;;targtren;;;;;;;
Tecmo Baseball (USA);Tecmo Baseball (USA);NES;;1989;Tecmo;;;;;;;;tecmobb;;;;;;;
Tecmo Bowl (USA) (Rev 1);Tecmo Bowl (USA, Rev. A);NES;;1989;Tecmo;;;;;;;;tecmobwl;;;;;;;
Tecmo Cup - Soccer Game (USA);Tecmo Cup - Soccer Game (USA);NES;tecmocup;1992;Tecmo;;;;;;;;tecmocupu;;;;;;;
Tecmo NBA Basketball (USA) (NES-BK) (Rev 1);Tecmo NBA Basketball (USA, Rev. A);NES;;1992;Tecmo;;;;;;;;tecmonba;;;;;;;
Tecmo Super Bowl (USA);Tecmo Super Bowl (USA);NES;;1991;Tecmo;;;;;;;;tecmosbw;;;;;;;
Tecmo World Cup Soccer (Europe);Tecmo World Cup Soccer (Euro);NES;;1991;Tecmo;;;;;;;;tecmowc;;;;;;;
Tecmo World Wrestling (USA);Tecmo World Wrestling (USA);NES;tecmowrs;1990;Tecmo;;;;;;;;tecmowrsu;;;;;;;
Teenage Mutant Ninja Turtles (USA);Teenage Mutant Ninja Turtles (USA);NES;tmnt;1989;Ultra Games;;;;;;;;tmntu;;;;;;;
Teenage Mutant Ninja Turtles - Tournament Fighters (USA);Teenage Mutant Ninja Turtles - Tournament Fighters (USA);NES;tmnttf;1994;Konami;;;;;;;;tmnttfu;;;;;;;
Teenage Mutant Ninja Turtles II - The Arcade Game (USA);Teenage Mutant Ninja Turtles II - The Arcade Game (USA);NES;tmnt2;1990;Ultra Games;;;;;;;;tmnt2u;;;;;;;
Teenage Mutant Ninja Turtles III - The Manhattan Project (USA);Teenage Mutant Ninja Turtles III - The Manhattan Project (USA);NES;;1992;Konami;;;;;;;;tmnt3;;;;;;;
Tennis (Japan, USA);Tennis (Jpn, USA);NES;tennis;1984;Nintendo;;;;;;;;tennisju;テニス;;;;;;
Terminator, The (USA, Europe);The Terminator (USA);NES;;1992;Mindscape;;;;;;;;termintr;;;;;;;
Terra Cresta (USA);Terra Cresta (USA);NES;;1990;Vic Tokai;;;;;;;;terracrs;;;;;;;
Tetris (USA);Tetris (USA, Nintendo);NES;tetris;1989;Nintendo;;;;;;;;tetrisu;;;;;;;
Tetris (USA) (Tengen) (Unl);Tetris (USA, Tengen);NES;;1989;Tengen;;;;;;;;tetrist;;;;;;;
Tetris 2 (USA);Tetris 2 (USA);NES;tetris2;1993;Nintendo;;;;;;;;tetris2u;;;;;;;
Three Stooges, The (USA);The Three Stooges (USA);NES;;1989;Activision;;;;;;;;3stooges;;;;;;;
Thunder & Lightning (USA);Thunder & Lightning (USA);NES;;1990;Romstar;;;;;;;;thndlght;;;;;;;
Thunderbirds (USA);Thunderbirds (USA);NES;;1990;Activision;;;;;;;;tbirds;;;;;;;
Thundercade (USA);Thundercade (USA);NES;;1989;American Sammy;;;;;;;;thunderc;;;;;;;
Tiger-Heli (USA);Tiger-Heli (USA);NES;tigerhel;1987;Acclaim Entertainment;;;;;;;;tigerhelu;;;;;;;
Tiles of Fate (USA) (Unl);Tiles of Fate (USA);NES;;1990;American Video Entertainment;;;;;;;;tilefate;;;;;;;
Time Lord (USA);Time Lord (USA);NES;timelord;1990;Milton Bradley;;;;;;;;timelordu;;;;;;;
Times of Lore (USA);Times of Lore (USA);NES;;1991;Toho;;;;;;;;timelore;;;;;;;
Tiny Toon Adventures (USA);Tiny Toon Adventures (USA);NES;ttoonadv;1991;Konami;;;;;;;;ttoonadvu;;;;;;;
Tiny Toon Adventures Cartoon Workshop (USA);Tiny Toon Adventures - Cartoon Workshop (USA);NES;ttooncw;1992;Konami;;;;;;;;ttooncwu;;;;;;;
Tiny Toon Adventures 2 - Trouble in Wackyland (USA);Tiny Toon Adventures 2 - Trouble in Wackyland (USA);NES;ttoon2;1993;Konami;;;;;;;;ttoon2u;;;;;;;
To the Earth (USA);To The Earth (USA);NES;toearth;1989;Nintendo;;;;;;;;toearthu;;;;;;;
Toki (USA);Toki (USA);NES;;1991;Taito;;;;;;;;toki;;;;;;;
Tom & Jerry - The Ultimate Game of Cat and Mouse! (USA);Tom & Jerry (USA);NES;tomjerry;1991;Hi Tech Expressions;;;;;;;;tomjerryu;;;;;;;
Tombs & Treasure (USA);Tombs and Treasure (USA);NES;;1991;Infocom;;;;;;;;tombtres;;;;;;;
Toobin' (USA) (Unl);Toobin' (USA);NES;;1989;Tengen;;;;;;;;toobin;;;;;;;
Top Gun (USA) (Rev 1);Top Gun (USA, Rev. A);NES;topgun;1987;Konami;;;;;;;;topgunu;;;;;;;
Top Gun - The Second Mission (USA);Top Gun - The Second Mission (USA);NES;topgun2;1990;Konami;;;;;;;;topgun2u;;;;;;;
Total Funpak (Australia) (Unl);Total Funpak (Aus);NES;;1992;HES;;;;;;;;totalfun;;;;;;;
Total Recall (USA);Total Recall (USA);NES;totrecal;1990;Acclaim Entertainment;;;;;;;;totrecalu;;;;;;;
Totally Rad (USA);Totally Rad (USA);NES;totalrad;1991;Jaleco;;;;;;;;totalradu;;;;;;;
Touchdown Fever (USA);Touchdown Fever (USA);NES;;1991;SNK;;;;;;;;tdfever;;;;;;;
Toxic Crusaders (USA);Toxic Crusaders (USA);NES;;1992;Bandai;;;;;;;;toxicc;;;;;;;
Track & Field (USA);Track & Field (USA);NES;;1987;Konami;;;;;;;;trackfld;;;;;;;
Track & Field II (USA) (Rev 1);Track & Field II (USA, Rev. A);NES;trackfl2;1989;Konami;;;;;;;;trackfl2u;;;;;;;
Treasure Master (USA);Treasure Master (USA);NES;;1991;American Softworks;;;;;;;;treasmst;;;;;;;
Trog! (USA);Trog! (USA);NES;trog;1991;Acclaim Entertainment;;;;;;;;trogu;;;;;;;
Trojan (USA);Trojan (USA);NES;trojan;1987;Capcom;;;;;;;;trojanu;;;;;;;
Trolls in Crazyland, The (Europe);The Trolls In Crazyland (Euro);NES;;199?;ASC;;;;;;;;trollscl;;;;;;;
Trolls on Treasure Island (USA) (Unl);Trolls on Treasure Island (USA);NES;;1992;American Video Entertainment;;;;;;;;trollsti;;;;;;;
Twin Cobra (USA);Twin Cobra (USA);NES;;1990;American Sammy;;;;;;;;twincobr;;;;;;;
Twin Eagle (USA);Twin Eagle - Revenge Joe's Brother (USA);NES;;1989;Romstar;;;;;;;;twineagl;;;;;;;
Ufouria - The Saga (Europe);U-four-ia - The Saga (Euro);NES;;1992;Sunsoft;;;;;;;;ufouria;;;;;;;
Ultima - Exodus (USA);Ultima - Exodus (USA);NES;;1989;FCI;;;;;;;;ultima3;;;;;;;
Ultima - Quest of the Avatar (USA);Ultima - Quest of the Avatar (USA);NES;;1990;FCI;;;;;;;;ultima4;;;;;;;
Ultima - Warriors of Destiny (USA);Ultima - Warriors of Destiny (USA);NES;;1993;FCI;;;;;;;;ultima5;;;;;;;
Ultimate Air Combat (USA);Ultimate Air Combat (USA);NES;uaircomb;1992;Activision;;;;;;;;uaircombu;;;;;;;
Ultimate Basketball (USA);Ultimate Basketball (USA);NES;;1990;American Sammy;;;;;;;;ultbaskt;;;;;;;
Ultimate League Soccer (USA) (Unl);Ultimate League Soccer (USA);NES;ultsoccr;1991;American Video Entertainment;;;;;;;;ultsoccru;;;;;;;
Ultimate Stuntman, The (USA) (Unl);The Ultimate Stuntman (USA);NES;;1991;Camerica;;;;;;;;ultstunt;;;;;;;
Uncanny X-Men, The (USA);The Uncanny X-Men (USA);NES;;1989;LJN;;;;;;;;xmen;;;;;;;
Uncharted Waters (USA);Uncharted Waters (USA);NES;;1991;Koei;;;;;;;;unchartd;;;;;;;
Uninvited (USA);Uninvited (USA);NES;;1991;Kemco;;;;;;;;uninvite;;;;;;;
Universe Soldiers, The (Asia) (En) (Unl);The Universe Soldiers (Asia);NES;;1993;Gamtec;;;;;;;;univsold;;;;;;;
Untouchables, The (USA) (Rev 2);The Untouchables (USA, Rev. B);NES;;1991;Ocean;;;;;;;;untouch;;;;;;;
Urban Champion (World);Urban Champion (World);NES;;1984;Nintendo;;;;;;;;urbnchmp;アーバンチャンピオン;;;;;;
Vegas Dream (USA);Vegas Dream (USA);NES;;1990;HAL Laboratory;;;;;;;;vegasdrm;;;;;;;
Venice Beach Volleyball (USA) (Unl);Venice Beach Volleyball (USA);NES;;1991;American Video Entertainment;;;;;;;;venicebv;;;;;;;
Vice - Project Doom (USA);Vice - Project Doom (USA);NES;;1991;American Sammy;;;;;;;;vice;;;;;;;
Videomation (USA);Videomation (USA);NES;;1991;T*HQ;;;;;;;;videomat;;;;;;;
Vindicators (USA) (Unl);Vindicators (USA);NES;;1988;Tengen;;;;;;;;vindictr;;;;;;;
Volleyball (USA, Europe);Volleyball (Euro, USA);NES;;1987;Nintendo;;;;;;;;volley;;;;;;;
WCW World Championship Wrestling (USA);WCW World Championship Wrestling (USA);NES;;1990;FCI;;;;;;;;wcwwres;;;;;;;
Wurm - Journey to the Center of the Earth! (USA);WURM - Journey to the Center of the Earth (USA);NES;;1991;Asmik;;;;;;;;wurm;;;;;;;
WWF King of the Ring (USA);WWF King of the Ring (USA);NES;wwfking;1993;LJN;;;;;;;;wwfkingu;;;;;;;
WWF Wrestlemania (USA);WWF WrestleMania (USA);NES;wmania;1989;Acclaim Entertainment;;;;;;;;wmaniau;;;;;;;
WWF Wrestlemania - Steel Cage Challenge (USA);WWF WrestleMania - Steel Cage Challenge (USA);NES;wwfsteel;1992;LJN;;;;;;;;wwfsteelu;;;;;;;
WWF Wrestlemania Challenge (USA);WWF WrestleMania Challenge (USA);NES;wmaniach;1990;LJN;;;;;;;;wmaniachu;;;;;;;
Wacky Races (USA);Wacky Races (USA);NES;;1992;Atlus;;;;;;;;wackyrac;;;;;;;
Wait and See! (Asia) (En) (Unl);Wait and See (Rus);NES;;19??;Dragon;;;;;;;;waitnsee;;;;;;;
Wall Street Kid (USA);Wall Street Kid (USA);NES;;1990;Sofel;;;;;;;;wallstrk;;;;;;;
Wally Bear and the No! Gang (USA) (Unl);Wally Bear and the No! Gang (USA);NES;;1990;American Video Entertainment;;;;;;;;wallybng;;;;;;;
War in the Gulf ~ Guerra del Golfo, La (Brazil, Spain) (CCE, Gluk Video) (Unl);War in the Gulf (Spa, Bra);NES;;1991;Gluk Video / CCE;;;;;;;;wargulf;;;;;;;
Wario's Woods (USA);Wario's Woods (USA);NES;wariowd;1994;Nintendo;;;;;;;;wariowdu;;;;;;;
Wayne Gretzky Hockey (USA);Wayne Gretzky Hockey (USA);NES;;1991;T*HQ;;;;;;;;wayneg;;;;;;;
Wayne's World (USA);Wayne's World (USA);NES;;1993;T*HQ;;;;;;;;waynewld;;;;;;;
Werewolf - The Last Warrior (USA);Werewolf - The Last Warrior (USA);NES;werewolf;1990;Data East;;;;;;;;werewolfu;;;;;;;
Wheel of Fortune (USA) (Rev 1);Wheel of Fortune (USA, Rev. A);NES;;1988;GameTek;;;;;;;;wheelfor;;;;;;;
Wheel of Fortune - Family Edition (USA);Wheel of Fortune - Family Edition (USA);NES;;1990;GameTek;;;;;;;;wheelffe;;;;;;;
Wheel of Fortune - Junior Edition (USA);Wheel of Fortune - Junior Edition (USA);NES;;1989;GameTek;;;;;;;;wheelfjr;;;;;;;
Wheel of Fortune Featuring Vanna White (USA);Wheel of Fortune featuring Vanna White (USA);NES;;1992;GameTek;;;;;;;;wheelfvw;;;;;;;
Where in Time Is Carmen Sandiego (USA);Where in Time is Carmen Sandiego? (USA);NES;;1991;Konami;;;;;;;;carmntim;;;;;;;
Where's Waldo (USA);Where's Waldo? (USA);NES;;1991;T*HQ;;;;;;;;wwaldo;;;;;;;
Who Framed Roger Rabbit (USA);Who Framed Roger Rabbit (USA);NES;;1989;LJN;;;;;;;;rogerrab;;;;;;;
Whomp 'Em (USA);Whomp 'Em (USA);NES;;1991;Jaleco;;;;;;;;whompem;;;;;;;
Widget (USA);Widget (USA);NES;;1992;Atlus;;;;;;;;widget;;;;;;;
Wild Gunman (World) (Rev 1);Wild Gunman (World, Rev. A);NES;;1984;Nintendo;;;;;;;;wildgunm;ワイルドガンマン;;;;;;
Willow (USA);Willow (USA);NES;willow;1989;Capcom;;;;;;;;willowu;;;;;;;
Win, Lose or Draw (USA);Win, Lose or Draw (USA);NES;;1990;Hi Tech Expressions;;;;;;;;wld;;;;;;;
Winter Games (USA) (Rev 1);Winter Games (USA, Rev. A);NES;;1987;Acclaim Entertainment;;;;;;;;wingames;;;;;;;
Wizardry - Knight of Diamonds - The Second Scenario (USA);Wizardry - Knight of Diamonds (USA);NES;;1992;ASCII;;;;;;;;wizardr2;;;;;;;
Wizardry - Proving Grounds of the Mad Overlord (USA);Wizardry - Proving Grounds of the Mad Overlord (USA);NES;;1990;Nexoft;;;;;;;;wizardry;;;;;;;
Wizards & Warriors (USA) (Rev 1);Wizards & Warriors (USA, Rev. A);NES;wizardw;1987;Acclaim Entertainment;;;;;;;;wizardwu;;;;;;;
Wizards & Warriors III - Kuros...Visions of Power (USA);Wizards & Warriors III - Kuros... Visions of Power (USA);NES;wizardw3;1992;Acclaim Entertainment;;;;;;;;wizardw3u;;;;;;;
Wolverine (USA);Wolverine (USA);NES;;1991;LJN;;;;;;;;wolverin;;;;;;;
Wonderland Dizzy (Europe) (En,Fr,Es,Nl,Pt,Pl) (2015) (Unl);Wonderland Dizzy (Euro, Prototype);NES;;1991;Camerica;;;;;;;;wlddizzy;;;;;;;
World Champ (USA);World Champ - Super Boxing Great Fight (USA);NES;worldchm;1991;Romstar;;;;;;;;worldchmu;World Champ (Box);;;;;;
World Class Track Meet (USA) (Rev 1);World Class Track Meet (USA, Rev. A);NES;;1988;Nintendo;;;;;;;;wctmeet;;;;;;;
World Games (USA);World Games (USA);NES;;1989;Milton Bradley;;;;;;;;worldgam;;;;;;;
Wrath of the Black Manta (USA) (Rev 1);Wrath of the Black Manta (USA, Rev. A);NES;blackmnt;1990;Taito;;;;;;;;blackmntu;;;;;;;
Wrecking Crew (World);Wrecking Crew (World);NES;;1985;Nintendo;;;;;;;;wrecking;レッキングクルー;;;;;;
Xenophobe (USA);Xenophobe (USA);NES;;1988;Sunsoft;;;;;;;;xenophob;;;;;;;
Xevious - The Avenger (USA);Xevious - The Avenger (USA);NES;xevious;1988;Bandai;;;;;;;;xeviousu;;;;;;;
Xexyz (USA);Xexyz (USA);NES;;1990;Hudson Soft;;;;;;;;xexyz;;;;;;;
Yo! Noid (USA);Yo! Noid (USA);NES;;1990;Capcom;;;;;;;;yonoid;;;;;;;
Yoshi (USA);Yoshi (USA);NES;marioyos;1992;Nintendo;;;;;;;;yoshi;;;;;;;
Yoshi's Cookie (USA);Yoshi's Cookie (USA);NES;yoshicok;1993;Nintendo;;;;;;;;yoshicoku;;;;;;;
Young Indiana Jones Chronicles, The (USA);The Young Indiana Jones Chronicles (USA);NES;;1992;Jaleco;;;;;;;;youngind;;;;;;;
Zanac (USA);Zanac (USA);NES;;1987;FCI;;;;;;;;zanac;;;;;;;
Zelda II - The Adventure of Link (USA);Zelda II - The Adventure of Link (USA);NES;zelda2;1988;Nintendo;;;;;;;;zelda2u;;;;;;;
Zen - Intergalactic Ninja (USA);Zen - Intergalactic Ninja (USA);NES;zen;1993;Konami;;;;;;;;zenu;;;;;;;
Zoda's Revenge - StarTropics II (USA);Zoda's Revenge - StarTropics II (USA);NES;;1994;Nintendo;;;;;;;;startrp2;;;;;;;
Zombie Nation (USA);Zombie Nation (USA);NES;;1991;Meldac;;;;;;;;zombinat;;;;;;;
Zunou Senkan Galg (Japan) (En);Zunou Senkan Galg (Jpn);NES;;1985;dB-SOFT;;;;;;;;galg;頭脳戦艦ガル;;;;;;
