#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
16BIT Rhythm Land (World) (Unl);16BIT Rhythm Land (World) (Unl);Genesis;;;;;;;;;;;;;;;;;;
Tinhead (USA) (Spectrum HoloByte) (October, 1995);TinHead (USA);Genesis;;1993;;;1;;;;;;tinhead;Tinhead;;;;;;
Tintin in Tibet (Europe) (En,Fr,De,Es,Nl,Sv);Tintin au Tibet (Euro);Genesis;;1995;;;1;;;;;;tintin;Tintin au Tibet;;;;;;
Tiny Toon Adventures - ACME All-Stars (USA, Korea);Tiny Toon Adventures - Acme All-Stars (USA, Kor);Genesis;ttacme;1994;;;1;;;;;;ttacmeu;Tiny Toon Adventures: ACME All-Stars;;;;;;
Tiny Toon Adventures - Buster's Hidden Treasure (USA);Tiny Toon Adventures - Buster's Hidden Treasure (USA);Genesis;ttoonbht;1993;;;1;;;;;;ttoonbhtu;Tiny Toon Adventures: Buster's Hidden Treasure;;;;;;
Tiny Toon Adventures 3 (Taiwan) (En) (Unl);Tiny Toon Adventures 3 (Tw);Genesis;;199?;Gamtec?;;1;;;;;;ttoon3;Tiny Toon Adventures 3;;;;;;
Todd's Adventures in Slime World (USA);Todd's Adventures in Slime World (USA);Genesis;;1991;;;4;;;;;;slimew;Todd's Adventures in Slime World;;;;;;
ToeJam & Earl (USA, Europe, Korea);Toe Jam & Earl (World);Genesis;toejam;1992;;;2;;;;;;toejama;トージャム&アール;;;;;;
ToeJam & Earl in Panic on Funkotron (USA);Toe Jam & Earl in Panic on Funkotron (USA);Genesis;toejam2;1993;;;2;;;;;;toejam2u;ToeJam & Earl in Panic on Funkotron;;;;;;
Toki - Going Ape Spit (USA, Europe);Toki - Going Ape Spit ~ JuJu Densetsu (World, Rev. A);Genesis;;1991;Sega;;;;;;;;toki;ジュジュ伝説;;;;;;
Tom Clown (Taiwan) (En) (Unl);Tom Clown (USA);Genesis;;1993;Realtec;;;;;;;;tomclown;Tom Clown;;;;;;
Tom Mason's Dinosaurs for Hire (USA);Tom Mason's Dinosaurs for Hire (USA);Genesis;;1993;;;;;;;;;dinohire;Tom Mason's Dinosaurs for Hire;;;;;;
Tom and Jerry - Frantic Antics! (USA);Tom and Jerry - Frantic Antics (USA, 1994);Genesis;tomjerry;1994;;;1;;;;;;tomjerry1;Tom and Jerry: Frantic Antics;;;;;;
Tommy Lasorda Baseball (USA);Tommy Lasorda Baseball (USA);Genesis;suprleag;1989;;;;;;;;;lasorda;Tommy Lasorda Baseball;;;;;;
Tony La Russa Baseball (USA, Australia);Tony La Russa Baseball (USA, Oceania);Genesis;;1993;;;;;;;;;larussa;Tony La Russa Baseball;;;;;;
Top Fighter 2000 MK VIII (Taiwan) (En) (Unl);Top Fighter 2000 MK VIII;Genesis;;199?;;;2;;;;;;topfight;Top Fighter 2000 MK VIII;;;;;;
Top Gear 2 (USA);Top Gear 2 (USA);Genesis;;1994;;;2;;;;;;topgear2;Top Gear 2;;;;;;
Total Football (Europe);Total Football (Euro);Genesis;;1995;Domark;;;;;;;;totlfoot;Total Football;;;;;;
Toughman Contest (USA, Europe);Toughman Contest (Euro, USA);Genesis;;1995;;;;;;;;;toughman;Toughman Contest;;;;;;
Toxic Crusaders (USA);Toxic Crusaders (USA);Genesis;;1992;;;;;;;;;toxicc;Toxic Crusaders;;;;;;
Toy Story (USA);Toy Story (USA);Genesis;toystory;1996;Disney Interactive;;;;;;;;toystoryu;Disney's Toy Story (Box);;;;;;
Toys - Let the Toy Wars begin! (USA);Toys (USA);Genesis;;1993;;;;;;;;;toys;Toys;;;;;;
Trampoline Terror! (USA);Trampoline Terror! (USA);Genesis;;1990;;;;;;;;;trampter;Trampoline Terror!;;;;;;
Traysia (USA);Traysia (USA);Genesis;;1992;;;;;;;;;traysia;Traysia;;;;;;
Triple Play 96 (USA);Triple Play '96 (USA);Genesis;;1995;;;;;;;;;tplay96;Triple Play 96;;;;;;
Triple Play - Gold Edition (USA);Triple Play - Gold Edition (USA);Genesis;;;;;4;;;;;;;Triple Play: Gold Edition;;;;;;
Trouble Shooter (USA);Trouble Shooter (USA);Genesis;;1991;;;1;;;;;;troubsht;Trouble Shooter;;;;;;
Troy Aikman NFL Football (USA);Troy Aikman NFL Football (USA);Genesis;;1994;;;2;;;;;;troyaik;Troy Aikman NFL Football;;;;;;
True Lies (World);True Lies (World);Genesis;;1995;;;1;;;;;;truelies;トゥルーライズ;;;;;;
Tatsujin ~ Truxton (World);Truxton (Euro, USA) ~ Tatsujin (Jpn);Genesis;;1989;;;2;;;;;;truxton;タツジン;;;;;;
Turbo OutRun (Japan, Europe);Turbo Out Run (Euro, Jpn);Genesis;;1992;;;1;;;;;;toutrun;ターボ アウトラン;;;;;;
Turrican (USA, Europe) (Unl);Turrican (Euro, USA);Genesis;;1991;;;1;;;;;;turrican;Turrican;;;;;;
Twin Cobra - Desert Attack Helicopter (USA);Twin Cobra - Desert Attack Helicopter (USA);Genesis;;;;;;;;;;;;;;;;;;
Daisenpuu ~ Twin Hawk (Japan, Europe);Twin Hawk (Euro) ~ Daisenpuu (Jpn);Genesis;;1990;;;;;;;;;twinhawk;大旋風;;;;;;
Two Crude Dudes (USA);Two Crude Dudes (USA);Genesis;twocrude;1992;;;;;;;;;twocrudeu;Two Crude Dudes;;;;;;
Two Tribes - Populous II (Europe);Two Tribes - Populous II (Euro);Genesis;;1993;;;1;;;;;;twotribe;Two Tribes: Populous II;;;;;;
Tyrants - Fight through Time (USA);Tyrants - Fight Through Time (USA);Genesis;megalo;1992;;;;;;;;;tyrant;Tyrants: Fight Through Time;;;;;;
Team USA Basketball (USA, Europe);USA Basketball World Challenge (Euro, USA);Genesis;;1992;Electronic Arts;;;;;;;;teamusa;Team USA Basketball (Box);;;;;;
Ultimate Mortal Kombat 3 (USA);Ultimate Mortal Kombat 3 (USA);Genesis;umk3;1996;;;2;;;;;;umk3u;Ultimate Mortal Kombat 3;;;;;;
Ultimate QIX (USA);Ultimate Qix (USA);Genesis;;1991;;;;;;;;;ultqix;Ultimate Qix;;;;;;
Ultimate Soccer (Europe) (En,Fr,De,Es,It);Ultimate Soccer (Euro);Genesis;;1993;;;;;;;;;ultsoccr;Ultimate Soccer;;;;;;
Ultracore (Europe);Ultracore (Europe);Genesis;;;;;1;;;;;;;Ultracore;;;;;;
Uncharted Waters (USA);Uncharted Waters (USA);Genesis;;1992;;;;;;;;;unchartd;Uncharted Waters;;;;;;
Universal Soldier (USA, Europe) (Unl);Universal Soldier (Euro, USA);Genesis;;1992;;;1;;;;;;univsold;Universal Soldier;;;;;;
Unnecessary Roughness '95 (USA);Unnecessary Roughness 95 (USA);Genesis;;1994;;;;;;;;;unnecess;Unnecessary Roughness '95;;;;;;
Urban Strike (USA, Europe);Urban Strike (Euro, USA);Genesis;;1994;;;1;;;;;;ustrike;Urban Strike;;;;;;
VR Troopers (USA, Europe);VR Troopers (Euro, USA);Genesis;;1994;;;;;;;;;vrtroop;VR Troopers;;;;;;
Valis (USA);Valis (USA);Genesis;;1991;;;1;;;;;;valis;Valis;;;;;;
Valis III (USA);Valis III (USA);Genesis;;1991;;;1;;;;;;valis3;Valis III;;;;;;
Vapor Trail (USA);Vapor Trail (USA);Genesis;;1991;;;;;;;;;vaportr;Vapor Trail;;;;;;
Vectorman (USA, Europe);Vectorman (Euro, USA);Genesis;;1995;;;1;;;;;;vecman;Vectorman;;;;;;
Vectorman 2 (USA);Vectorman 2 (USA);Genesis;;1996;;;1;;;;;;vecman2;Vectorman 2;;;;;;
Venom . Spider-Man - Separation Anxiety (USA, Europe);Venom & Spider-Man - Separation Anxiety (Euro, USA);Genesis;;1995;Acclaim Entertainment;;;;;;;;venom;;;;;;;
Viewpoint (USA);Viewpoint (USA);Genesis;;1994;;;2;;;;;;viewpoin;Viewpoint;;;;;;
Virtua Fighter 2 (USA, Europe);Virtua Fighter 2 - Genesis (Euro, USA);Genesis;;1997;Sega;;;;;;;;vf2;;;;;;;
Virtua Fighter 2 VS Tekken 2 (Taiwan) (En) (Unl);Virtua Fighter 2 vs Tekken 2;Genesis;;199?;<unlicensed>;;2;;;;;;vf2tek;Virtua Fighter 2 VS Tekken 2;;;;;;
Virtua Racing (USA);Virtua Racing (USA);Genesis;vr;1994;;;2;;;;;;vru;Virtua Racing;;;;;;
Virtual Bart (World);Virtual Bart (World);Genesis;;1994;;;;;;;;;vbart;バーチャルバート;;;;;;
Virtual Pinball (USA, Europe);Virtual Pinball (Euro, USA);Genesis;;1993;;;4;;;;;;vpinball;Virtual Pinball;;;;;;
WWF Raw (World);WWF Raw (World);Genesis;;1994;;;4;;;;;;wwfraw;WWF RAW;;;;;;
WWF Royal Rumble (World);WWF Royal Rumble (Jpn, USA);Genesis;wwfroyal;1994;;;;;;;;;wwfroyalu;WWFロイヤルランブル;;;;;;
WWF Super WrestleMania (USA, Europe);WWF Super WrestleMania (Euro, USA);Genesis;;1992;;;2;;;;;;wwfsup;WWF Super WrestleMania;;;;;;
WWF WrestleMania - The Arcade Game (USA, Europe);WWF WrestleMania - The Arcade Game (Euro, USA);Genesis;;1995;;;2;;;;;;wwfag;WWF WrestleMania: The Arcade Game;;;;;;
Wacky Worlds Creativity Studio (USA);Wacky Worlds (USA);Genesis;;1994;Sega;;;;;;;;wworlds;Wacky Worlds Creativity Studio (Box);;;;;;
Wardner (USA);Wardner (USA);Genesis;;1991;;;1;;;;;;wardner;Wardner;;;;;;
Warlock (USA, Europe);Warlock (Euro, USA);Genesis;;1994;;;1;;;;;;warlock;Warlock;;;;;;
WarpSpeed (USA, Europe) (Unl);Warpspeed (USA);Genesis;;1993;;;;;;;;;warpsped;WarpSpeed;;;;;;
Warrior of Rome (USA);Warrior of Rome (USA);Genesis;;1991;;;;;;;;;warrior;Warrior of Rome;;;;;;
Warrior of Rome II (USA);Warrior of Rome II (USA);Genesis;;1992;;;;;;;;;warrior2;Warrior of Rome II;;;;;;
Warsong (USA);Warsong (USA);Genesis;;1991;;;1;;;;;;warsong;Warsong;;;;;;
Water Margin - The Tales of Clouds and Winds (USA) (Unl);Water Margin - The Tales of Clouds and Winds (USA) (Unl);Genesis;;;;;;;;;;;;;;;;;;
Wayne Gretzky and the NHLPA All-Stars (USA, Europe);Wayne Gretzky and the NHLPA All-Stars (Euro, USA);Genesis;;1995;;;;;;;;;wayneg;Wayne Gretzky and the NHLPA All-Stars;;;;;;
Wayne's World (USA);Wayne's World (USA);Genesis;;1993;;;1;;;;;;waynewld;Wayne's World;;;;;;
WeaponLord (USA);Weaponlord (USA);Genesis;;1995;;;2;;;;;;weaponld;WeaponLord;;;;;;
Mallet Legend's Whac-a-Critter ~ Mallet Legend (USA, Asia) (Unl);Whac-a-Critter (USA);Genesis;;1993;Realtec;;;;;;;;whacacri;;;;;;;
Wheel of Fortune (USA);Wheel of Fortune (USA);Genesis;;1992;;;3;;;;;;wheelfor;Wheel of Fortune;;;;;;
Where in Time Is Carmen Sandiego (USA, Europe) (En,Fr,De,Es,It);Where in Time Is Carmen Sandiego? (Euro, USA);Genesis;;1992;;;;;;;;;carmntim;Where in Time Is Carmen Sandiego?;;;;;;
Where in the World Is Carmen Sandiego (USA, Europe) (En,Fr,De,Es,It);Where in the World Is Carmen Sandiego? (Euro, USA);Genesis;;1992;;;;;;;;;carmnwld;Where in the World Is Carmen Sandiego?;;;;;;
Whip Rush (USA);Whip Rush (USA);Genesis;;1990;;;1;;;;;;whiprush;Whip Rush;;;;;;
Williams Arcade's Greatest Hits (USA);Williams Arcade's Greatest Hits (USA);Genesis;arcadegh;1996;;;2;;;;;;arcadeghu;Williams Arcade's Greatest Hits;;;;;;
Wimbledon Championship Tennis (USA);Wimbledon Championship Tennis (USA);Genesis;wimbled;1993;;;;;;;;;wimbledu;Wimbledon Championship Tennis;;;;;;
Wings of Wor (USA);Wings of Wor (USA);Genesis;gynoug;1991;;;;;;;;;wingswor;Wings of Wor;;;;;;
Winter Challenge (USA, Europe) (Rev 1);Winter Challenge (Euro, USA, Rev. 1);Genesis;;1992;;;2;;;;;;wintchal;Winter Challenge;;;;;;
Winter Olympic Games (USA) (En,Fr,De,Es,It,Pt,Sv,No);Winter Olympic Games (USA);Genesis;wintol;1993;U.S. Gold;;;;;;;;wintolu;;;;;;;
Wisdom Tree Collection (World) (Unl);Wisdom Tree Collection (World) (Unl);Genesis;;;;;;;;;;;;;;;;;;
Wiz 'N' Liz (USA);Wiz'n'Liz (USA);Genesis;wiznliz;1993;;;2;;;;;;wiznlizu;Wiz 'n Liz;;;;;;
Wolfchild (USA);Wolfchild (USA);Genesis;;1993;;;1;;;;;;wolfchld;Wolfchild;;;;;;
Wolverine - Adamantium Rage (USA, Europe);Wolverine - Adamantium Rage (Euro, USA);Genesis;;1994;;;1;;;;;;wolverin;Wolverine: Adamantium Rage;;;;;;
Wonder Boy III - Monster Lair (Japan, Europe);Wonder Boy III - Monster Lair (Euro) ~ Monster Lair (Jpn);Genesis;;1991;;;2;;;;;;wboy3;ワンダーボーイIII モンスターレア;;;;;;
Wonder Boy in Monster World (USA, Europe);Wonder Boy in Monster World (Euro, USA);Genesis;;1992;;;1;;;;;;wboymw;Wonder Boy in Monster World;;;;;;
World Cup Soccer ~ World Championship Soccer (Japan, USA) (Rev B);World Championship Soccer (USA, Rev. B) ~ World Cup Soccer (Jpn, Rev. B);Genesis;wcup90;1989;;;;;;;;;wcs;ワールドカップサッカー;;;;;;
World Championship Soccer II (USA);World Championship Soccer II (USA);Genesis;wcs2;1994;Sega;;1;;;;;;wcs2u;World Championship Soccer 2;;;;;;
World Class Leaderboard Golf (USA);World Class Leaderboard Golf (USA);Genesis;wclead;1992;;;4;;;;;;wcleadu;World Class Leaderboard Golf;;;;;;
World Cup USA 94 (USA, Europe, Korea) (En,Fr,De,Es,It,Nl,Pt,Sv);World Cup USA 94 (Euro, USA, Kor);Genesis;;1994;;;;;;;;;wcup94;World Cup USA 94;;;;;;
World Heroes (USA);World Heroes (USA);Genesis;;1994;;;2;;;;;;wh;World Heroes;;;;;;
World Series Baseball '95 (USA);World Series Baseball '95 (USA);Genesis;;1995;;;;;;;;;wsb95;World Series Baseball '95;;;;;;
World Series Baseball '96 (USA);World Series Baseball '96 (USA);Genesis;;1996;;;;;;;;;wsb96;World Series Baseball '96;;;;;;
World Series Baseball 98 (USA);World Series Baseball '98 (USA);Genesis;;1997;;;2;;;;;;wsb98;World Series Baseball 98;;;;;;
World Series Baseball (USA);World Series Baseball (USA);Genesis;;1994;;;;;;;;;wsb;World Series Baseball;;;;;;
World Trophy Soccer (USA);World Trophy Soccer (USA);Genesis;euroclub;1992;;;;;;;;;worldts;World Trophy Soccer;;;;;;
World of Illusion Starring Mickey Mouse and Donald Duck (USA, Korea);World of Illusion Starring Mickey Mouse and Donald Duck (USA, Kor);Genesis;worldill;1992;;;2;;;;;;worldillu;World of Illusion Starring Mickey Mouse and Donald Duck;;;;;;
Worms (Europe);Worms (Euro);Genesis;;1995;Ocean;;2;;;;;;worms;Worms (Sold Out Version);;;;;;
Wrestle War (Japan, Europe);Wrestle War (Euro, Jpn);Genesis;;1991;;;;;;;;;wrestwar;レッスル ウォー;;;;;;
X-Men (USA);X-Men (USA);Genesis;xmen;1993;;;4;;;;;;xmenu;X-Men;;;;;;
X-Men 2 - Clone Wars (USA, Europe);X-Men 2 - Clone Wars (Euro, USA);Genesis;;1995;;;2;;;;;;xmen2;X-Men 2: Clone Wars;;;;;;
X-Perts (USA);X-perts (USA);Genesis;;1996;;;1;;;;;;xperts;X-Perts;;;;;;
Xeno Crisis (World) (En,Ja,Fr,De,Es,It,Nl,Pt) (Unl);Xeno Crisis (World) (En,Ja,Fr,De,Es,It,Nl,Pt) (Unl);Genesis;;;;;2;;;;;;;Xeno Crisis;;;;;;
Xenon 2 - Megablast (Europe);Xenon 2 - Megablast (Euro);Genesis;;1992;;;1;;;;;;xenon2;Xenon 2: Megablast;;;;;;
Yogi Bear - Cartoon Capers (Europe);Yogi Bear's Cartoon Capers (Euro);Genesis;;1994;Empire Interactive;;;;;;;;yogibear;;;;;;;
Ys III (USA);Ys III (USA);Genesis;;1991;Renovation;;;;;;;;ys3;;;;;;;
YuYu Hakusho - Sunset Fighters (Brazil);Yu Yu Hakusho - Sunset Fighters (Bra);Genesis;;199?;;;2;;;;;;yuyusf;Yu Yu Hakusho - Sunset Fighters;;;;;;
Zany Golf (USA, Europe);Zany Golf (Euro, USA, v1.1);Genesis;;1990;;;;;;;;;zanygolf;Zany Golf;;;;;;
Zero Tolerance (USA, Europe) (Rev A);Zero Tolerance (Euro, USA);Genesis;;1994;;;1;;;;;;zerotol;Zero Tolerance;;;;;;
Zero Wing (Europe);Zero Wing (Euro);Genesis;;1991;;;1;;;;;;zerowing;Zero Wing;;;;;;
Zero the Kamikaze Squirrel (USA);Zero the Kamikaze Squirrel (USA);Genesis;zero;1994;;;;;;;;;zerou;Zero the Kamikaze Squirrel;;;;;;
Zombies Ate My Neighbors (USA);Zombies Ate My Neighbors (USA);Genesis;zombies;1994;;;1;;;;;;zombiesu;Zombies Ate My Neighbors;;;;;;
Zool - Ninja of the 'Nth' Dimension (USA);Zool (USA);Genesis;zool;1993;;;1;;;;;;zoolu;Zool - Ninja of the "Nth" Dimension (Box);;;;;;
Zoom! (World);Zoom! (World);Genesis;;1990;;;2;;;;;;zoom;ズーム!;;;;;;
Zoop (USA);Zoop (Euro);Genesis;;1995;;;1;;;;;;zoop;Zoop;;;;;;
